"ID","Putative_Species","Avg_Sep_Angle","Avg_Sep_Length","Avg_Sep_MP_Width","Avg_Length_Tapering","Avg_In_Out_Ratio","Avg_Sep_Width","Pedicle_Width_mm","Pedicle_Length_cm","Tube_Length","Stamen_Length_cm","Dist_to_Gyn_Center_cm","Gyn_Height_cm","Gyn_Width_mm","Sepal_Tip_Shape","Overall_Sepal_Orientation","Calyx_Ab_Pub","Tube_Color","Rudimentary_Petals","Adaxial_Leaf_Pubescence","Leaf_Shape"
"Pop37_Ind3","canadense",221.333333333333,3.6625,0.48,0.726666666666667,0.963333333333333,1.08645430395308,2.44,2.31,2.24,0.65,0.49,0.72,0.43,"Intermediate","Slight Reflex","To Tube","At Tube","Zero","Even","Chordate"
"Pop37_Ind4","canadense",213,4.125,0.25,0.993333333333333,0.296666666666667,1.08645430395308,2.68,2.25,2.23,0.72,0.57,0.65,0.41,"Intermediate","Slight Reflex","To Lobes","One-Third","Three","Even","Reniform-Chordate"
"Pop38_Ind1","canadense",176.333333333333,2.0375,0.356666666666667,0.556666666666667,0.77,1.08645430395308,1.3,1.89,1.71,0.22,0.36,0.42,0.23,"Intermediate","Flat","To Tube","One-Third","Three","Even","Chordate"
"Pop39_Ind1","reflexum",250,3.7,0.48,0.91,1,1.08645430395308,1.77,4.36,2.02,0.5,0.53,0.54,0.36,"Intermediate","Reflexed","To Tube","Entire","Three","Even","Reniform-Chordate"
"Pop39_Ind2","reflexum",242.312607944732,3.66630829015544,0.37720207253886,0.828169257340242,0.910293609671848,1.08645430395308,1.54,4.98,2.85,0.63,0.48,0.43,0.27,"Abrupt","Reflexed","To Tube","One-Third","One","Even","Reniform-Chordate"
"Pop39_Ind3","reflexum",255,2.56,0.543333333333333,0.886666666666667,1,1.08645430395308,1.51,2.1,1.53,0.5,0.47,0.45,0.29,"Abrupt","Reflexed","To Tube","At Tube","Zero","Even","Reniform-Chordate"
"Pop40_Ind1","reflexum",260.666666666667,3.1775,0.536666666666667,0.916666666666667,1,1.08645430395308,1.72,4.67,1.66,0.52,0.38,0.37,0.27,"Abrupt","Reflexed","To Tube","At Tube","One","Even","Chordate"
"Pop40_Ind2","reflexum",229.333333333333,3.15,0.506666666666667,0.796666666666667,1,1.08645430395308,1.6,3.09,1.78,0.51,0.45,0.43,0.25,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Chordate"
"Pop40_Ind3","reflexum",241.666666666667,2.835,0.54,0.713333333333333,1,1.08645430395308,1.26,2.98,1.61,0.31,0.47,0.43,0.24,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Chordate"
"Pop41_Ind1","reflexum",208.666666666667,4.115,0.686666666666667,0.966666666666667,1,1.08645430395308,2.48,2.64,2.48,0.52,0.69,0.71,0.42,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Reniform-Chordate"
"Pop41_Ind2","reflexum",235,3.965,0.536666666666667,0.923333333333333,1,1.08645430395308,2.18,4.08,2.31,0.42,0.51,0.52,0.31,"Abrupt","Reflexed","Entire","At Tube","One","Even","Reniform-Chordate"
"Pop41_Ind3","reflexum",168.333333333333,3.9025,0.723333333333333,0.983333333333333,1,1.08645430395308,2.92,2.67,2.21,0.49,0.61,0.59,0.28,"Abrupt","Intermediate","Entire","At Tube","Zero","Margins","Reniform-Chordate"
"Pop42_Ind1","reflexum",248,3.4825,0.633333333333333,1.00666666666667,1,1.08645430395308,2.29,4.27,2.09,0.44,0.57,0.59,0.27,"Abrupt","Reflexed","To Tube","At Tube","One","Even","Reniform-Chordate"
"Pop42_Ind2","reflexum",255,3.205,0.523333333333333,1.05,1,1.08645430395308,1.58,3.51,1.72,0.42,0.46,0.48,0.21,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Reniform-Chordate"
"Pop42_Ind3","reflexum",218.312607944732,3.20880829015544,0.503868739205527,0.924835924006909,0.910293609671848,1.08645430395308,1.69,3.53,1.93,0.54,0.53,0.54,0.29,"Abrupt","Reflexed","To Tube","At Tube","Zero","Even","Chordate"
"Pop43_Ind1","reflexum",256.666666666667,3.28,0.556666666666667,0.81,1,1.08645430395308,1.82,2.49,1.82,0.43,0.55,0.48,0.29,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Reniform-Chordate"
"Pop43_Ind2","reflexum",248.666666666667,3.6225,0.58,0.973333333333333,1,1.08645430395308,2.33,2.86,2.13,0.15,0.5,0.49,0.27,"Abrupt","Reflexed","To Tube","At Tube","Zero","Even","Chordate"
"Pop43_Ind3","reflexum",234.085910652921,3.80122422680412,0.668006872852234,0.877508591065292,0.909845360824742,1.08645430395308,2.59,3.2,2.37,0.29,0.64,0.56,0.3,"Abrupt","Reflexed","Entire","At Tube","Two","Margins","Chordate"
"Pop44_Ind1","acuminatum",138.666666666667,4.3425,0.153333333333333,1.17666666666667,0.193333333333333,1.08645430395308,1.93,4.2,2.06,0.57,0.49,0.48,0.29,"Tapering","Slight Incurve","Entire","At Tube","Three","Margins","Chordate"
"Pop44_Ind2","acuminatum",98.6666666666667,5.375,0.183333333333333,1.44666666666667,0.0333333333333333,1.08645430395308,2.01,3.54,2.13,0.6,0.51,0.55,0.35,"Tapering","Incurved","Entire","At Tube","Three","Margins","Chordate"
"Pop44_Ind3","acuminatum",122,4.4225,0.206666666666667,1.24,0.0333333333333333,1.08645430395308,1.78,4.52,1.99,0.34,0.45,0.45,0.29,"Tapering","Incurved","To Tube","One-Third","Three","Margins","Chordate"
"Pop45_Ind1","reflexum",210.666666666667,5.455,0.483333333333333,1.38333333333333,0.773333333333333,1.08645430395308,3.01,4.22,2.31,0.62,0.61,0.68,0.44,"Intermediate","Reflexed","To Tube","One-Third","Zero","Even","Reniform-Chordate"
"Pop45_Ind2","reflexum",232,4.1,0.42,1.19,0.806666666666667,1.08645430395308,2.12,3.69,2.09,0.61,0.58,0.63,0.39,"Intermediate","Reflexed","To Tube","At Tube","Zero","Even","Chordate"
"Pop45_Ind3","reflexum",246.666666666667,4.26,0.643333333333333,1.11333333333333,0.976666666666667,1.08645430395308,2.61,5.18,2.24,0.71,0.56,0.62,0.34,"Intermediate","Reflexed","To Tube","At Tube","One","Even","Chordate"
"Pop46_Ind1","reflexum",174.333333333333,2.705,0.623333333333333,0.803333333333333,1,1.08645430395308,2.4,2.94,2.04,0.5,0.54,0.52,0.32,"Abrupt","Flat","Entire","At Tube","Zero","Margins","Chordate"
"Pop46_Ind2","reflexum",246.333333333333,3.65,0.646666666666667,0.93,1,1.08645430395308,1.78,2.77,2.29,0.44,0.55,0.78,0.39,"Abrupt","Reflexed","To Tube","At Tube","One","Margins","Chordate"
"Pop46_Ind3","reflexum",145,3.455,0.756666666666667,1.06666666666667,1,1.08645430395308,2.27,2.59,2.08,0.43,0.56,0.63,0.33,"Abrupt","Slight Incurve","To Lobes","At Tube","Zero","Margins","Chordate"
"Pop46_Ind4","reflexum",194,2.8975,0.6,0.86,1,1.08645430395308,1.98,2.68,1.76,0.46,0.5,0.41,0.26,"Abrupt","Intermediate","Entire","At Tube","Zero","Margins","Reniform-Chordate"
"Pop47_Ind1","reflexum",99.3333333333333,3.485,0.77,1.02,1,1.08645430395308,2.38,2.8,2.04,0.47,0.53,0.54,0.32,"Abrupt","Closed","To Tube","At Tube","Zero","Margins","Reniform-Chordate"
"Pop47_Ind2","reflexum",234.333333333333,3.775,0.573333333333333,0.75,1,1.08645430395308,2.25,3.83,2.12,0.23,0.56,0.68,0.35,"Abrupt","Slight Reflex","To Tube","At Tube","Zero","Margins","Chordate"
"Pop47_Ind3","reflexum",224.666666666667,3.6475,0.55,0.903333333333333,1,1.08645430395308,2.27,2.88,2.19,0.38,0.57,0.6,0.4,"Abrupt","Reflexed","Entire","At Tube","Zero","Margins","Reniform-Chordate"
"Pop48_Ind1","reflexum",172.666666666667,2.945,0.57,0.683333333333333,0.976666666666667,1.08645430395308,1.73,2.28,1.61,0.36,0.53,0.61,0.24,"Abrupt","Intermediate","Entire","At Tube","Zero","Margins","Reniform-Chordate"
"Pop48_Ind2","reflexum",235.298611111111,3.3844921875,0.549930555555556,0.925694444444444,0.911736111111111,1.08645430395308,2.26,3.36,1.92,0.44,0.57,0.55,0.23,"Abrupt","Reflexed","Entire","At Tube","Zero","Margins","Chordate"
"Pop48_Ind3","reflexum",226,3.7175,0.593333333333333,0.876666666666667,0.94,1.08645430395308,2.19,3.37,2.08,0.46,0.6,0.62,0.48,"Abrupt","Reflexed","To Tube","At Tube","Two","Margins","Reniform-Chordate"
"Pop49_Ind1","reflexum",192.631944444444,3.3544921875,0.556597222222222,0.879027777777778,0.911736111111111,1.08645430395308,2.09,2.7,1.98,0.48,0.52,0.5,0.26,"Abrupt","Intermediate","To Tube","At Tube","Zero","Margins","Reniform"
"Pop49_Ind2","reflexum",258.666666666667,2.9875,0.563333333333333,0.863333333333333,1,1.08645430395308,2.01,3.42,1.96,0.57,0.48,0.49,0.25,"Abrupt","Reflexed","To Tube","At Tube","Zero","Even","Chordate"
"Pop49_Ind3","reflexum",257,2.4425,0.523333333333333,0.803333333333333,1,1.08645430395308,1.64,2.18,1.47,0.33,0.38,0.4,0.22,"Abrupt","Reflexed","To Tube","At Tube","Zero","Even","Reniform"
"Pop50_Ind1","reflexum",179,3.87,0.556666666666667,0.996666666666667,0.966666666666667,1.08645430395308,2.09,3.84,2.14,0.62,0.56,0.55,0.31,"Abrupt","Intermediate","To Tube","At Tube","Zero","Margins","Chordate"
"Pop50_Ind2","reflexum",246.333333333333,2.8875,0.513333333333333,0.743333333333333,1,1.08645430395308,1.67,2.83,1.57,0.39,0.38,0.37,0.24,"Abrupt","Reflexed","Entire","At Tube","Zero","Margins","Reniform-Chordate"
"Pop50_Ind3","reflexum",192.666666666667,3.8075,0.566666666666667,1.00666666666667,1,1.08645430395308,2.36,2.86,2.07,0.54,0.61,0.63,0.35,"Abrupt","Slight Incurve","To Tube","At Tube","Three","Margins","Chordate"
"Pop51_Ind4","reflexum",224.333333333333,2.495,0.533333333333333,0.673333333333333,1,1.08645430395308,1.68,3.12,1.69,0.38,0.41,0.34,0.21,"Abrupt","Slight Reflex","Entire","At Tube","Zero","Even","Reniform-Chordate"
"Pop52_Ind1","reflexum",240.666666666667,2.8425,0.626666666666667,0.8,1,1.08645430395308,1.98,4.23,1.84,0.47,0.38,0.4,0.27,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Reniform"
"Pop52_Ind2","reflexum",242.333333333333,2.58,0.553333333333333,0.75,1,1.08645430395308,1.87,3.01,1.75,0.49,0.49,0.57,0.36,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Reniform-Chordate"
"Pop52_Ind3","reflexum",219.085910652921,2.70372422680412,0.538006872852234,0.784175257731959,0.909845360824742,1.08645430395308,1.86,2.85,1.77,0.54,0.52,0.54,0.35,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Chordate"
"Pop53_Ind1","reflexum",261.666666666667,3.58,0.446666666666667,0.886666666666667,1,1.08645430395308,2.11,2.27,2.1,0.65,0.61,0.56,0.33,"Intermediate","Reflexed","Entire","At Tube","Zero","Margins","Reniform-Chordate"
"Pop53_Ind2","reflexum",207.645941278066,3.88880829015544,0.510535405872193,1.01816925734024,0.910293609671848,1.08645430395308,2.21,3.06,2.12,0.53,0.61,0.54,0.3,"Intermediate","Slight Reflex","Entire","At Tube","Three","Margins","Chordate"
"Pop53_Ind3","reflexum",207.666666666667,3.2875,0.406666666666667,1.03666666666667,0.853333333333333,1.08645430395308,1.72,1.08,1.53,0.63,0.35,0.58,0.2,"Intermediate","Intermediate","To Tube","At Tube","Zero","Margins","Chordate"
"Pop55_Ind1","canadense",225.666666666667,3.8025,0.293333333333333,0.69,0.916666666666667,1.08645430395308,1.86,2.91,2.21,0.69,0.49,0.46,0.26,"Intermediate","Reflexed","Entire","At Tube","Three","Even","Chordate"
"Pop55_Ind2","canadense",147.666666666667,3.8175,0.29,0.796666666666667,0.616666666666667,1.08645430395308,1.73,2.09,2.32,0.51,0.54,0.52,0.36,"Intermediate","Slight Incurve","Entire","At Tube","Three","Even","Chordate"
"Pop55_Ind3","canadense",178.666666666667,2.6575,0.216666666666667,0.656666666666667,0.373333333333333,1.08645430395308,1.53,1.62,1.81,0.7,0.45,0.47,0.26,"Intermediate","Flat","To Lobes","One-Third","Three","Even","Chordate"
"Pop56_Ind3","canadense",162.333333333333,3.1075,0.493333333333333,0.966666666666667,0.89,1.08645430395308,1.32,3.32,1.37,0.44,0.51,0.48,0.26,"Intermediate","Intermediate","Entire","At Tube","One","Even","Reniform-Chordate"
"Pop57_Ind1","reflexum",252.666666666667,3.5175,0.526666666666667,0.956666666666667,1,1.08645430395308,1.53,3.16,1.59,0.53,0.43,0.4,0.24,"Abrupt","Reflexed","Entire","At Tube","One","Margins","Reniform"
"Pop57_Ind2","reflexum",261,3.5525,0.513333333333333,0.983333333333333,1,1.08645430395308,1.48,2.48,1.31,0.46,0.38,0.36,0.23,"Abrupt","Reflexed","To Tube","At Tube","Zero","Margins","Chordate"
"Pop58_Ind1","reflexum",204,4.0325,0.516666666666667,0.9,1,1.08645430395308,2.28,2.3,2.16,0.52,0.53,0.54,0.3,"Intermediate","Intermediate","To Tube","At Tube","Zero","Margins","Chordate"
"Pop58_Ind2","reflexum",258.333333333333,3.935,0.58,0.916666666666667,1,1.08645430395308,1.94,3.54,2.04,0.62,0.5,0.49,0.28,"Abrupt","Reflexed","To Lobes","At Tube","One","Margins","Reniform"
"Pop59_Ind1","reflexum",181.333333333333,4.155,0.603333333333333,0.83,1,1.08645430395308,2.73,2.31,2.23,0.52,0.53,0.46,0.28,"Abrupt","Intermediate","Entire","At Tube","Zero","Margins","Reniform-Chordate"
"Pop59_Ind2","reflexum",242.666666666667,3.5875,0.613333333333333,0.903333333333333,1,1.08645430395308,1.86,2.29,2.17,0.58,0.42,0.36,0.26,"Abrupt","Reflexed","To Tube","At Tube","Two","Margins","Reniform-Chordate"
"Pop60_Ind1","reflexum",167.333333333333,4.13,0.68,1.14333333333333,1,1.08645430395308,2.39,2.49,2.2,0.58,0.62,0.63,0.31,"Abrupt","Flat","Entire","At Tube","Zero","Even","Chordate"
"Pop60_Ind2","reflexum",206.312607944732,3.62880829015544,0.630535405872193,0.978169257340242,0.903626943005181,1.08645430395308,2.34,2.13,1.87,0.498716577540107,0.53,0.59,0.29,"Abrupt","Reflexed","Entire","At Tube","Two","Even","Reniform-Chordate"
"Pop61_Ind1","reflexum",181,4.0975,0.686666666666667,1.02,1,1.08645430395308,2.77,2.94,2.03,0.63,0.6,0.68,0.4,"Abrupt","Flat","Entire","At Tube","Two","Margins","Chordate"
"Pop62_Ind1","acuminatum",177.666666666667,4.5875,0.23,1.37666666666667,0,1.08645430395308,2.11,2.75942708333333,2.03,0.46,0.52,0.5,0.33,"Tapering","Intermediate","Entire","At Tube","Three","Margins","Chordate"
"Pop62_Ind2","acuminatum",186.666666666667,5.345,0.113333333333333,1.91,0.0466666666666667,1.08645430395308,1.91,3.72,1.82,0.498716577540107,0.47,0.46,0.27,"Tapering","Slight Reflex","Entire","At Tube","Two","Margins","Chordate"
"Pop63_Ind1","reflexum",233.645941278066,4.28130829015544,0.49720207253886,1.04150259067358,0.910293609671848,1.08645430395308,2.1,2.96,2.01,0.68,0.57,0.6,0.31,"Abrupt","Reflexed","Entire","At Tube","Three","Even","Reniform-Chordate"
"Pop63_Ind2","reflexum",261.666666666667,4.505,0.593333333333333,1.06333333333333,1,1.08645430395308,2.3,3.47,1.93,0.58,0.53,0.57,0.26,"Abrupt","Reflexed","To Lobes","At Tube","Three","Even","Chordate"
"Pop64_Ind1","reflexum",233.333333333333,3.275,0.59,0.973333333333333,1,1.08645430395308,1.81,2.58,1.93,0.498716577540107,0.52,0.54,0.32,"Abrupt","Reflexed","Entire","At Tube","One","Even","Reniform-Chordate"
"Pop65_Ind1","reflexum",254.666666666667,3.2475,0.65,0.816666666666667,1,1.08645430395308,1.55,2.28,1.44,0.47,0.37,0.42,0.22,"Abrupt","Reflexed","Entire","At Tube","Zero","Margins","Reniform-Chordate"
"Pop65_Ind2","reflexum",238.666666666667,4.0575,0.713333333333333,0.963333333333333,1,1.08645430395308,2.32,2.03,2.02,0.43,0.56,0.6,0.32,"Abrupt","Reflexed","Entire","At Tube","Zero","Margins","Chordate"
"Pop66_Ind1","reflexum",249,3.6525,0.653333333333333,1.04,1,1.08645430395308,2.01,2.37,1.7,0.498716577540107,0.44,0.5,0.27,"Abrupt","Reflexed","Entire","At Tube","Three","Margins","Chordate"
"Pop66_Ind2","reflexum",181.752577319588,4.03122422680412,0.621340206185567,1.07750859106529,0.909845360824742,1.08645430395308,2.59,2.87,2.55,0.498716577540107,0.6,0.66,0.32,"Abrupt","Slight Incurve","Entire","At Tube","Two","Margins","Reniform-Chordate"
"Pop67_Ind1","reflexum",220.333333333333,2.4375,0.65,0.733333333333333,1,1.08645430395308,1.24,2.01,1.32,0.33,0.34,0.36,0.24,"Abrupt","Reflexed","Entire","At Tube","Zero","Even","Reniform"
"Pop68_Ind1","reflexum",229,3.2775,0.693333333333333,0.863333333333333,1,1.08645430395308,1.81,2.46,1.52,0.56,0.46,0.48,0.3,"Abrupt","Reflexed","Entire","At Tube","One","Margins","Chordate"
"Pop68_Ind2","reflexum",235,3.465,0.683333333333333,0.906666666666667,1,1.08645430395308,1.88,2.78,1.74,0.57,0.48,0.5,0.26,"Abrupt","Reflexed","Entire","At Tube","Three","Even","Chordate"
"Pop69_Ind1","reflexum",220.333333333333,3.8475,0.606666666666667,0.88,1,1.08645430395308,1.89149484536082,2.75942708333333,1.82,0.62,0.45,0.42,0.28,"Abrupt","Intermediate","Entire","At Tube","Three","Margins","Reniform-Chordate"
"Pop70_Ind1","reflexum",249,3.485,0.643333333333333,0.98,1,1.08645430395308,1.73,2.94,1.71,0.498716577540107,0.4,0.41,0.29,"Abrupt","Reflexed","To Tube","At Tube","Zero","Margins","Reniform-Chordate"
"Pop70_Ind2","reflexum",237,2.965,0.566666666666667,0.783333333333333,1,1.08645430395308,1.54,2.82,1.53,0.48,0.42,0.47,0.29,"Abrupt","Reflexed","To Tube","At Tube","Three","Even","Chordate"
"Pop71_Ind1","acuminatum",230.298611111111,3.4669921875,0.329930555555556,1.00569444444444,0.428402777777778,1.08645430395308,2.2,1.44,1.59,0.42,0.48,0.46,0.28,"Tapering","Reflexed","To Tube","At Tube","Three","Margins","Chordate"
"Pop71_Ind2","acuminatum",153,3.2975,0.226666666666667,1.15666666666667,0.0766666666666667,1.08645430395308,1.89149484536082,2.75942708333333,1.97,0.4,0.54,0.38,0.37,"Tapering","Slight Incurve","Entire","At Tube","Three","Margins","Chordate"
"Pop72_Ind1","canadense",263,4.115,0.216666666666667,1.11666666666667,0.133333333333333,1.08645430395308,1.4,3.02,1.43,0.51,0.34,0.45,0.29,"Tapering","Reflexed","To Lobes","One-Third","Three","Margins","Chordate"
"Pop72_Ind2","canadense",215,4.6625,0.183333333333333,1.11,0.266666666666667,1.08645430395308,1.89149484536082,2.75942708333333,1.54,0.37,0.4,0.42,0.28,"Tapering","Reflexed","To Lobes","At Tube","Three","Margins","Reniform-Chordate"
"Pop73_Ind1","acuminatum",188,4.005,0.176666666666667,1.46333333333333,0.0466666666666667,1.08645430395308,2.02,2.72,1.82,0.498716577540107,0.47,0.5,0.3,"Tapering","Intermediate","To Lobes","At Tube","Three","Margins","Chordate"
"Pop73_Ind2","acuminatum",216.333333333333,4.06,0.17,1.41,0.06,1.08645430395308,2.26,3.64,1.61,0.54,0.44,0.51,0.29,"Tapering","Intermediate","To Lobes","At Tube","Three","Margins","Chordate"
"Pop74_Ind1","canadense",250.333333333333,3.4625,0.17,1.12,0.426666666666667,1.08645430395308,1.89149484536082,2.75942708333333,1.67,0.41,0.45,0.37,0.26,"Tapering","Reflexed","To Lobes","At Tube","One","Margins","Chordate"
"Pop75_Ind1","acuminatum",261,3.995,0.123333333333333,1.16,0.156666666666667,1.08645430395308,1.63,2.39,1.54,0.42,0.37,0.42,0.27,"Tapering","Reflexed","To Lobes","At Tube","Three","Margins","Chordate"
"Pop75_Ind2","acuminatum",229.631944444444,3.1619921875,0.269930555555556,1.02902777777778,0.301736111111111,1.08645430395308,1.93,3.18,1.43,0.48,0.36,0.43,0.26,"Tapering","Reflexed","To Lobes","At Tube","Three","Margins","Chordate"
"Pop76_Ind1","acuminatum",272.333333333333,3.4,0.113333333333333,1.10333333333333,0.303333333333333,1.08645430395308,1.29,2.95,1.37,0.43,0.33,0.4,0.27,"Tapering","Reflexed","To Lobes","At Tube","Three","Margins","Chordate"
"Pop76_Ind2","acuminatum",254,3.35,0.486666666666667,0.98,1,1.08645430395308,1.85,2.75942708333333,1.44,0.57,0.31,0.37,0.24,"Intermediate","Reflexed","To Lobes","At Tube","Three","Even","Chordate"
"Pop77_Ind1","acuminatum",228.333333333333,3.2275,0.143333333333333,1.24666666666667,0.133333333333333,1.08645430395308,1.74,1.82,1.42,0.39,0.29,0.34,0.39,"Tapering","Reflexed","To Lobes","At Tube","Three","Margins","Chordate"
"Pop78_Ind1","acuminatum",270.666666666667,4.0675,0.17,1.23333333333333,0.266666666666667,1.08645430395308,1.82,1.57,1.48,0.44,0.43,0.47,0.39,"Tapering","Reflexed","To Lobes","At Tube","Three","Margins","Chordate"
